id_item,categoria,grupo_insumo,item_curto,descricao,termos_busca
306,EPI,AVENTAL,Avental pvc impermeavel com forro 120 cm x 65 cm branco ca 28.303 brascamp 1unidade,AVENTAL PVC IMPERMEAVEL COM FORRO 120 CM X 65 CM BRANCO CA 28.303 BRASCAMP 1UNIDADE COMERCIALIZADO EM UNIDADE,avental 120 cm | avental pvc impermeavel | avental
318N,EPI,AVENTAL,Avental térmico de segurança para proteção do tronco e membros superiores contra calor e,"Avental térmico de segurança para proteção do tronco e membros superiores contra calor e contato com superfícies aquecidas, confeccionado em tecido aluminizado ou tecido térmico com tratamento retardante à chama, com forro isolante interno, comprimento mínimo de 1,00 m, largura mínima de 0,70 m, tiras reforçadas para ajuste na cintura e pescoço, resistente ao calor radiante e ao calor de contato, destinado às atividades de operação de fornos, chapas, caldeirões e manipulação de recipientes aquecidos.",avental termico seguranca | avental
311,EPI,LUVA,Luva anticorte malha de aco aco inoxidavel 5 dedos ambidestra montado starrett 1unidade,LUVA ANTICORTE MALHA DE ACO ACO INOXIDAVEL 5 DEDOS AMBIDESTRA MONTADO STARRETT 1UNIDADE COMERCIALIZADO EM UNIDADE,luva inox | luva anticorte malha | luva
312,EPI,LUVA,Luva termica baixa temperatura vaqueta e nylon com manta termica azul marinho tamanho,LUVA TERMICA BAIXA TEMPERATURA VAQUETA E NYLON COM MANTA TERMICA AZUL MARINHO TAMANHO UNICO 5 DEDOS QUALIFLEX 1PAR COMERCIALIZADO EM UNIDADE,luva nylon | luva termica baixa | luva
317N,EPI,LUVA,Luva de borracha nitrílica,"Luva de borracha nitrílica, palma antiderrapante, espessura mínima de 0,38 mm, resistente a detergentes e sanitizantes, comprimento mínimo de 30 cm, com Certificado de Aprovação (CA).","luva 0.38 mm | luva borracha nitrilica, | luva"
294,EPI,MASCARA,Mascara descartavel tnt polipropileno com elastico branca brasmo 100unidade,MASCARA DESCARTAVEL TNT POLIPROPILENO COM ELASTICO BRANCA BRASMO 100UNIDADE COMERCIALIZADO EM PACOTE,mascara polipropileno | mascara descartavel tnt | mascara
314,EPI,OCULOS,Oculos de protecao antiembacante e antirrisco lente em policarbonato incolor armacao em,OCULOS DE PROTECAO ANTIEMBACANTE E ANTIRRISCO LENTE EM POLICARBONATO INCOLOR ARMACAO EM PVC FLEXIVEL PROTECAO UV VENTILACAO INDIRETA ELASTICO STEELPRO SWAT STEELFLEX 1UNIDADE COMERCIALIZADO EM UNIDADE,oculos policarbonato | oculos protecao antiembacante | oculos
313,EPI,PROTECAO AUDITIVA,Protetor auricular plugue silicone cordao de poliester 17db 800228 camper 50par,PROTETOR AURICULAR PLUGUE SILICONE CORDAO DE POLIESTER 17DB 800228 CAMPER 50PAR COMERCIALIZADO EM PACOTE,protecao auditiva silicone | protetor auricular plugue | protecao auditiva
304,EPI,TOUCA,Touca protetora de cabelo em rede poliamida preto brasil epi 1unidade comercializado em,TOUCA PROTETORA DE CABELO EM REDE POLIAMIDA PRETO BRASIL EPI 1UNIDADE COMERCIALIZADO EM UNIDADE,touca protetora cabelo | touca
316N,EPI,TOUCA,Touca sanitária confeccionada em tecido ou TNT,"Touca sanitária confeccionada em tecido ou TNT, totalmente fechada, cobrindo integralmente os cabelos, com elástico embutido, cor clara e preferencialmente descartável, tamanho único. Atender às Boas Práticas de Manipulação.",touca sanitaria confeccionada | touca
1,EQUIPAMENTO,BALANÇA,Balança digital de precisão,"Balança digital de precisão, capacidade máxima de 30 kg, resolução compatível com a capacidade do equipamento, display LCD de fácil leitura, prato em aço inoxidável, gabinete em plástico ABS de alta resistência, funções de tara e zero, alimentação elétrica bivolt automático (100–240 V, 50/60 Hz), consumo aproximado de 10 W e bateria interna recarregável, destinada à pesagem de ingredientes e insumos","balanca 30 kg | balanca inox | balanca digital precisao, | balanca"
2,EQUIPAMENTO,BALANÇA,Balança eletrônica digital de plataforma com coluna,"Balança eletrônica digital de plataforma com coluna, capacidade máxima de 150 kg, divisão máxima de 100 g, plataforma em aço inoxidável com dimensões mínimas de 300 × 400 mm, estrutura em aço carbono com pintura industrial ou aço inox, visor digital com no mínimo 5 dígitos instalado em coluna, funções Zero e Tara, bateria interna recarregável, rodízios para movimentação, equipamento certificado pelo INMETRO (Classe III), destinada à pesagem e conferência de gêneros alimentícios - Alimentação 220 V",balanca 150 kg | balanca inox | balanca eletronica digital | balanca
3,EQUIPAMENTO,BATEDEIRA,Batedeira planetária industrial,"Batedeira planetária industrial, capacidade de 12 litros, estrutura em aço carbono com acabamento em pintura epóxi, cuba removível em aço inoxidável, sistema planetário de mistura, controle de velocidade, acompanha batedores tipo globo, raquete e gancho, grade de proteção e dispositivos de segurança conforme NR-12, alimentação elétrica 220 V, - Potência elétrica: 1/2 CV (≈ 368 W)","batedeira 12 l | batedeira inox | batedeira planetaria industrial, | batedeira"
33,EQUIPAMENTO,BATEDEIRA,Batedeira planetária industrial,"Batedeira planetária industrial, capacidade aproximada de 6 litros, estrutura em aço carbono com acabamento em pintura epóxi, cuba removível em aço inoxidável, sistema planetário de mistura, controle de velocidade, acompanha batedores tipo globo, raquete e gancho, grade de proteção e dispositivos de segurança conforme NR-12, alimentação elétrica 220 V.","batedeira 6 l | batedeira inox | batedeira planetaria industrial, | batedeira"
4,EQUIPAMENTO,BATEDEIRA,Batedeira planetária industrial,"Batedeira planetária industrial, capacidade mínima de 38 litros, estrutura em aço carbono com pintura epóxi ou aço inoxidável, cuba removível em aço inoxidável AISI 304, sistema planetário de mistura, mínimo de 4 velocidades, batedores tipo globo, raquete e gancho, dispositivos de segurança conforme NR-12, alimentação 220 V monofásica - Potência elétrica mínima: 1,5 cv (≈1.100 W)","batedeira 38 l | batedeira inox | batedeira planetaria industrial, | batedeira"
5,EQUIPAMENTO,CHAPA,Chapa bifeteira industrial a gás GLP,"Chapa bifeteira industrial a gás GLP, modelo de 1500 mm, estrutura em aço inoxidável, superfície de cocção em aço carbono com espessura de aproximadamente 12,7 mm, equipada com queimadores tubulares de alto rendimento, controle individual de chama por meio de registros, sistema de coleta de gordura através de gaveta/bandeja removível, pés reguláveis para nivelamento e alimentação a gás GLP em baixa pressão. Potência térmica aproximada de 18.000 kcal/h e consumo de gás aproximadamente 1,40 kg/h",chapa 1500 mm | chapa inox | chapa bifeteira industrial | chapa
6,EQUIPAMENTO,CHAPA,Chapa bifeteira industrial a gás GLP,"Chapa bifeteira industrial a gás GLP, modelo de 900 mm, estrutura em aço inoxidável, superfície de cocção em aço carbono com espessura aproximada de 19 mm, equipada com queimadores industriais de alto rendimento, controle individual de chama por meio de registros, sistema de coleta de gordura através de gaveta removível em aço inox, pés reguláveis para nivelamento e alimentação a gás GLP em baixa pressão. Potência térmica aproximada de 79.000 BTU/h e consumo máximo de gás aproximado de 1,65 kg/h",chapa 900 mm | chapa inox | chapa bifeteira industrial | chapa
11,EQUIPAMENTO,COIFA,Coifa industrial modular de parede,"Coifa industrial modular de parede, fabricada em aço inoxidável AISI 304, destinada à captação de vapores, fumaça e gordura provenientes de equipamentos de cocção profissional, compatível com fogão industrial de 6 queimadores. Equipada com filtros inerciais tipo labirinto em aço inoxidável removíveis, calha coletora de gordura, iluminação embutida e sistema de exaustão composto por exaustor centrífugo. Dimensões compatíveis com cada equipamento de cocção, com vazão mínima dimensionada conforme aplicação, alimentação elétrica 220 V e potência do exaustor conforme dimensionamento do sistema de exaustão (referência mínima: 1 CV ≈ 750W)",coifa inox | coifa industrial modular | coifa
12,EQUIPAMENTO,COIFA,Coifa industrial modular de parede,"Coifa industrial modular de parede, fabricada em aço inoxidável AISI 304, destinada à captação de vapores, fumaça e gordura provenientes de equipamentos de cocção profissional, compatível com fogão industrial de 8 queimadores. Equipada com filtros inerciais tipo labirinto em aço inoxidável removíveis, calha coletora de gordura, iluminação embutida e sistema de exaustão composto por exaustor centrífugo. Dimensões compatíveis com cada equipamento de cocção, com vazão mínima dimensionada conforme aplicação, alimentação elétrica 220 V e potência do exaustor conforme dimensionamento do sistema de exaustão (referência mínima: 1 CV ≈ 750W)",coifa inox | coifa industrial modular | coifa
7,EQUIPAMENTO,COIFA,Coifa industrial modular de parede,"Coifa industrial modular de parede, fabricada em aço inoxidável AISI 304, destinada à captação de vapores, fumaça e gordura provenientes de equipamentos de cocção profissional, compatível com chapa bifeteira de 1.500 mm. Equipada com filtros inerciais tipo labirinto em aço inoxidável removíveis, calha coletora de gordura, iluminação embutida e sistema de exaustão composto por exaustor centrífugo. Dimensões compatíveis com cada equipamento de cocção, com vazão mínima dimensionada conforme aplicação, alimentação elétrica 220 V e potência do exaustor conforme dimensionamento do sistema de exaustão (referência mínima: 1 CV ≈ 750W)",coifa 1.5 mm | coifa inox | coifa industrial modular | coifa
8,EQUIPAMENTO,COIFA,Coifa industrial modular de parede,"Coifa industrial modular de parede, fabricada em aço inoxidável AISI 304, destinada à captação de vapores, fumaça e gordura provenientes de equipamentos de cocção profissional, compatível com chapa bifeteira de 900 mm. Equipada com filtros inerciais tipo labirinto em aço inoxidável removíveis, calha coletora de gordura, iluminação embutida e sistema de exaustão composto por exaustor centrífugo. Dimensões compatíveis com cada equipamento de cocção, com vazão mínima dimensionada conforme aplicação, alimentação elétrica 220 V e potência do exaustor conforme dimensionamento do sistema de exaustão (referência mínima: 1 CV ≈ 750W)",coifa 900 mm | coifa inox | coifa industrial modular | coifa
13,EQUIPAMENTO,CORTADOR,Cortador de legumes industrial manual,"Cortador de legumes industrial manual, tipo mesa com tripé, de alto rendimento, estrutura em alumínio fundido de alta resistência, acionamento por alavanca manual, conjunto de lâminas intercambiáveis em aço inoxidável, dimensões aproximadas de 450 × 400 × 600 mm, componentes desmontáveis para facilitar higienização, destinado ao corte padronizado de legumes e hortaliças",cortador 600 mm | cortador inox | cortador legumes industrial | cortador
14,EQUIPAMENTO,DESCASCADOR,Descascador industrial de legumes,"Descascador industrial de legumes, com capacidade de processamento de 10 kg por ciclo e produção aproximada de 200 kg/h, destinado ao descascamento de batatas, cenouras, mandiocas e outros tubérculos. Equipado com câmara de processamento em aço inoxidável, estrutura resistente para uso profissional, sistema abrasivo para remoção da casca, tampa com visor ou fechamento adequado, dispositivo de segurança, painel de acionamento e componentes de fácil higienização. Dimensões aproximadas de 670 × 480 mm - Alimentação: 220 V - Potência elétrica: aproximadamente 0,5 CV","descascador 10 kg | descascador inox | descascador industrial legumes, | descascador"
E036,EQUIPAMENTO,ESTERILIZADOR,Esterilizador elétrico de mamadeiras a vapor,"Esterilizador elétrico de mamadeiras a vapor, com capacidade para até 6 mamadeiras e respectivos acessórios, funcionamento por vapor de água sem utilização de produtos químicos, ciclo de esterilização de aproximadamente 10 minutos, desligamento automático ao término do ciclo, potência de 650 W, alimentação elétrica em 220 V, estrutura desmontável e compatível com mamadeiras, bicos, chupetas e demais acessórios para alimentação infantil, livre de BPA, acompanhado de pinça para manipulação dos itens esterilizados (esterilizador de mamadeiras0",esterilizador madeira | esterilizador eletrico mamadeiras | esterilizador
15,EQUIPAMENTO,FOGÃO,Fogão industrial profissional a gás GLP,"Fogão industrial profissional a gás GLP, baixa pressão, 4 queimadores (2 simples e 2 duplos), estrutura em aço inoxidável AISI 430, grelhas removíveis em ferro fundido (300 × 300 mm ou 400 × 400 mm), queimadores industriais em ferro fundido, registros individuais para controle de chama, bandeja coletora removível. Sem forno.",fogao 300 mm | fogao inox | fogao industrial profissional | fogao
16,EQUIPAMENTO,FOGÃO,Fogão industrial profissional a gás GLP,"Fogão industrial profissional a gás GLP, baixa pressão, com 5 queimadores industriais, estrutura em aço inoxidável, grelhas removíveis em ferro fundido, queimadores industriais em ferro fundido, registros individuais para controle de chama, bandeja coletora removível em aço inoxidável e mesa superior em aço inox. Sem forno.",fogao inox | fogao industrial profissional | fogao
17,EQUIPAMENTO,FOGÃO,Fogão industrial profissional a gás GLP,"Fogão industrial profissional a gás GLP, baixa pressão, com 6 queimadores (3 simples e 3 duplos), estrutura em aço inoxidável, grelhas removíveis em ferro fundido de aproximadamente 400 × 400 mm, queimadores industriais, registros individuais de controle de chama (sem forno)",fogao 400 mm | fogao inox | fogao industrial profissional | fogao
18,EQUIPAMENTO,FOGÃO,Fogão industrial profissional a gás GLP,"Fogão industrial profissional a gás GLP, baixa pressão, com 8 queimadores (4 simples e 4 duplos), estrutura em aço inoxidável, grelhas removíveis em ferro fundido de aproximadamente 400 × 400 mm, queimadores industriais, registros individuais de controle de chama (sem forno)",fogao 400 mm | fogao inox | fogao industrial profissional | fogao
19,EQUIPAMENTO,FORNO,Forno turbo industrial elétrico com capacidade para 10 esteiras de 580 × 680 mm,"Forno turbo industrial elétrico com capacidade para 10 esteiras de 580 × 680 mm, sistema de circulação forçada de ar quente por turbina, controle digital de temperatura e tempo, temperatura máxima de operação aproximada de 230 °C, sistema de injeção de vapor, isolamento térmico, porta com visor em vidro temperado, iluminação interna, estrutura externa em aço carbono com acabamento em pintura eletrostática e câmara interna em aço resistente à alta temperatura. Alimentação elétrica: 220 V Monofásico - Resistência: 19 kW",forno 680 mm | forno aco carbono | forno turbo industrial | forno
20,EQUIPAMENTO,FORNO,Forno turbo industrial elétrico com capacidade para 5 esteiras de 580 × 680 mm,"Forno turbo industrial elétrico com capacidade para 5 esteiras de 580 × 680 mm, sistema de circulação forçada de ar quente por turbina, controle digital de temperatura e tempo, temperatura máxima de operação aproximada de 230 °C, sistema de injeção de vapor, isolamento térmico, porta com visor em vidro temperado, iluminação interna, estrutura externa em aço carbono com acabamento em pintura eletrostática e câmara interna em aço resistente à alta temperatura. Alimentação elétrica: 220 V Monofásico - Resistência: 9,8 kW - Motor: 1/4 CV",forno 680 mm | forno aco carbono | forno turbo industrial | forno
34,EQUIPAMENTO,FORNO,Forno integrado ao fogão industrial de 5 queimadores,"Forno integrado ao fogão industrial de 5 queimadores, com capacidade aproximada de 70 litros, dimensões internas aproximadas de 270 × 500 × 510 mm (altura × largura × profundidade), equipado com 1 grelha removível com regulagem de altura. Possui alimentação a gás GLP baixa pressão para aquecimento do forno, acendimento manual, estrutura em aço carbono com acabamento em pintura epóxi e potência térmica aproximada do queimador do forno de 2,2 kW (≈ 1.900 kcal/h)",forno 70 l | forno aco carbono | forno integrado ao | forno
21,EQUIPAMENTO,FREEZER,Freezer horizontal comercial de dupla ação (freezer/refrigerador),"Freezer horizontal comercial de dupla ação (freezer/refrigerador), capacidade aproximada de 417 litros, equipado com duas tampas basculantes, gabinete externo em aço com tratamento anticorrosivo, revestimento interno resistente, isolamento térmico em poliuretano expandido, sistema de refrigeração para operação nas funções congelamento ou refrigeração, controle de temperatura, dreno frontal para degelo, rodízios para movimentação, puxador ergonômico e fechadura de segurança. Alimentação elétrica: 220 V – Potência elétrica nominal: 140W",freezer 417 l | freezer horizontal comercial | freezer
22,EQUIPAMENTO,FREEZER,Freezer horizontal comercial de dupla ação (freezer/refrigerador),"Freezer horizontal comercial de dupla ação (freezer/refrigerador), capacidade aproximada de 546 litros, equipado com duas tampas basculantes, gabinete externo em aço com tratamento anticorrosivo, revestimento interno resistente, isolamento térmico em poliuretano expandido, sistema de refrigeração para operação nas funções congelamento ou refrigeração, controle de temperatura, dreno frontal para degelo, rodízios para movimentação, puxador ergonômico e fechadura de segurança. Alimentação elétrica: 220 V – Potência elétrica nominal: 140 W",freezer 546 l | freezer horizontal comercial | freezer
23,EQUIPAMENTO,LIQUIDIFICADOR,Liquidificador industrial de baixa rotação,"Liquidificador industrial de baixa rotação, com capacidade aproximada de 15 litros. Equipado com copo em aço inoxidável, conjunto de lâminas em aço inox, tampa com vedação adequada, motor de uso profissional, estrutura resistente e alimentação elétrica 220 V - Potência elétrica: 1,5 cv (≈1.100 W)",liquidificador 15 l | liquidificador inox | liquidificador industrial baixa | liquidificador
24,EQUIPAMENTO,LIQUIDIFICADOR,Liquidificador industrial de baixa rotação,"Liquidificador industrial de baixa rotação, com capacidade aproximada de 6 litros. Equipado com copo em aço inoxidável, conjunto de lâminas em aço inox, tampa com vedação adequada, motor de uso profissional, estrutura resistente e alimentação elétrica 220 V - Potência elétrica: 0,5 cv (≈500 W)",liquidificador 6 l | liquidificador inox | liquidificador industrial baixa | liquidificador
32,EQUIPAMENTO,LIQUIDIFICADOR,Liquidificador industrial de baixa rotação,"Liquidificador industrial de baixa rotação, com capacidade aproximada de 3 litros, confeccionado em aço inoxidável, equipado com copo monobloco em aço inox, conjunto de lâminas em aço inoxidável, tampa com vedação adequada, motor de uso profissional, estrutura resistente e acabamento liso de fácil higienização. Liquidificador industrial de baixa rotação, com capacidade aproximada de 3 litros, confeccionado em aço inoxidável,",liquidificador 3 l | liquidificador inox | liquidificador industrial baixa | liquidificador
25,EQUIPAMENTO,MICROONDAS,Micro-ondas comercial industrial,"Micro-ondas comercial industrial, capacidade de 34 litros, gabinete e câmara interna em aço inoxidável, painel digital com programação de tempo e níveis de potência, funcionamento sem prato giratório, alimentação elétrica 220 V - Potência elétrica: 1,36 (≈ 1000 W).",microondas 34 l | microondas inox | micro ondas comercial | microondas
26,EQUIPAMENTO,PROCESSADOR,Multiprocessador industrial tipo cutter,"Multiprocessador industrial tipo cutter, com capacidade aproximada de 5 litros. Equipado com cuba em aço inoxidável, conjunto de lâminas em aço inox, tampa com sistema de segurança, estrutura resistente para uso profissional e acionamento elétrico. Possui motor de alto desempenho para processamento de alimentos sólidos e pastosos, alimentação elétrica 220 V - Potência elétrica: 0,5 CV (≈ 368 W)","processador 5 l | processador inox | multiprocessador industrial cutter, | processador"
27,EQUIPAMENTO,PROCESSADOR,Processador de alimentos industrial multifunção,"Processador de alimentos industrial multifunção, com capacidade de produção aproximada de 250 kg/h, estrutura em aço inoxidável, destinado ao corte, fatiamento, ralamento e processamento de legumes, verduras e demais alimentos. Equipado com 7 discos de corte com diâmetro aproximado de 203 mm, câmara de processamento resistente, tampa removível com sistema de segurança, bocal de alimentação amplo com empurrador e acionamento elétrico profissional. Alimentação elétrica 220 V - Potência Nominal 600 W - Potência do motor: 0,5 CV",processador 250 kg | processador inox | processador alimentos industrial | processador
E035,EQUIPAMENTO,PROCESSADOR,Multiprocessador elétrico de alimentos,"Multiprocessador elétrico de alimentos, com capacidade de 2 litros, potência de 400 W, recipiente em aço inoxidável, equipado com lâminas em aço inoxidável para triturar e picar carnes, legumes, verduras, temperos e demais alimentos, com acionamento elétrico, função pulsar, duas velocidades de operação e sistema de trava de segurança, alimentação elétrica em 110/220 V.","processador 2 l | processador inox | multiprocessador eletrico alimentos, | processador"
28,EQUIPAMENTO,PURIFICADOR,Purificador de água refrigerado,"Purificador de água refrigerado, com capacidade de armazenamento interno aproximada de 2,3 litros, sistema de filtragem em no mínimo 3 etapas, fornecimento de água natural e gelada, com reservatório interno adequado para uso contínuo. Equipado com gabinete em material resistente à corrosão e de fácil higienização, sistema de refrigeração, controle de temperatura, elementos filtrantes substituíveis, bandeja coletora removível e alimentação elétrica 220 V. Potência ≈ 90W","purificador 2.3 l | purificador agua refrigerado, | purificador"
29,EQUIPAMENTO,REFRIGERADOR,Refrigerador comercial vertical de 4 portas,"Refrigerador comercial vertical de 4 portas, capacidade bruta e líquida aproximada de 1.044 litros, gabinete em construção monobloco, revestimento externo em aço inoxidável AISI 430, revestimento interno em aço galvanizado com fundo em aço inox AISI 430, sistema de refrigeração por ar forçado com evaporador aletado, controlador eletrônico com indicador de temperatura, temperatura de operação de 0 °C a +7 °C, prateleiras aramadas reguláveis em 4 níveis, quadro de portas com resistência para evitar condensação, pés niveladores e alimentação elétrica 220 V. Consumo energético aproximado de 4,7 kWh/dia",refrigerador 1.044 l | refrigerador inox | refrigerador comercial vertical | refrigerador
30,EQUIPAMENTO,REFRIGERADOR,Refrigerador vertical duplex,"Refrigerador vertical duplex, sistema de refrigeração Frost Free, capacidade total aproximada de 386 litros, gabinete em aço com acabamento em pintura eletrostática, compartimento refrigerador e freezer independentes, controle interno de temperatura, prateleiras removíveis e reguláveis, gaveta para frutas e legumes, compartimentos na porta, iluminação interna em LED, degelo automático (Frost Free), classificação energética mínima ""A"" conforme Programa Brasileiro de Etiquetagem (PBE/INMETRO), alimentação elétrica 220 V e potência elétrica nominal aproximada de 150 W","refrigerador 386 l | refrigerador vertical duplex, | refrigerador"
31,EQUIPAMENTO,TERMÔMETRO,Termômetro infravermelho digital portátil para medição de temperatura de alimentos e,"Termômetro infravermelho digital portátil para medição de temperatura de alimentos e superfícies, com faixa de medição de -60 °C a 500 °C, medição sem contato, mira laser para direcionamento da leitura, display digital LCD iluminado, resolução de 0,1 °C, função de registro de temperatura máxima, seleção de unidade de medição °C/°F, indicação de carga das pilhas e desligamento automático. Equipado com relação de distância focal aproximada 12:1, alimentação por 2 pilhas AAA (3 V) e destinado ao monitoramento de temperaturas em processos de recebimento, armazenamento, preparo e distribuição de alimentos",termometro infravermelho digital | termometro
299,UNIFORMES,CRACHA,Cracha impresso pvc rigido 0.76mm 85mm x 54mm impressao colorida frente nome foto e dados,CRACHA IMPRESSO PVC RIGIDO 0.76MM 85MM X 54MM IMPRESSAO COLORIDA FRENTE NOME FOTO E DADOS VARIAVEIS VERNIZ CRISTAL COM FURO PARA PRESILHA AUTOCOLOR GRAFICA 1UNIDADE COMERCIALIZADO EM UNIDADE,cracha 0.76 mm | cracha impresso pvc | cracha
300,UNIFORMES,ROUPAS E CALCADOS,Calca de uniforme brim pesado unissex algodao bolsos laterais e traseiros grupo hm,CALCA DE UNIFORME BRIM PESADO UNISSEX ALGODAO BOLSOS LATERAIS E TRASEIROS GRUPO HM 1UNIDADE COMERCIALIZADO EM UNIDADE,calca uniforme brim | roupas calcados
301,UNIFORMES,ROUPAS E CALCADOS,Camisa manga curta gola careca. tecido: malha algodao branco original epi 1unidade,CAMISA MANGA CURTA GOLA CARECA. TECIDO: MALHA ALGODAO BRANCO ORIGINAL EPI 1UNIDADE COMERCIALIZADO EM UNIDADE,camisa manga curta | roupas calcados
302,UNIFORMES,ROUPAS E CALCADOS,Jaleco de servico brim unissex algodao manga curta 3 bolsos gola esporte broccato,JALECO DE SERVICO BRIM UNISSEX ALGODAO MANGA CURTA 3 BOLSOS GOLA ESPORTE BROCCATO 1UNIDADE COMERCIALIZADO EM UNIDADE,jaleco servico brim | roupas calcados
307,UNIFORMES,ROUPAS E CALCADOS,Bota cano curto cano extra curto pvc forro rapida secagem tamanho 40 preto 16 cm innpro,BOTA CANO CURTO CANO EXTRA CURTO PVC FORRO RAPIDA SECAGEM TAMANHO 40 PRETO 16 CM INNPRO 1PAR COMERCIALIZADO EM UNIDADE,roupas calcados 16 cm | bota cano curto | roupas calcados
309,UNIFORMES,ROUPAS E CALCADOS,Tenis de seguranca couro vaqueta tamanho 41 preto com cadarco biqueira em pvc sp700,TENIS DE SEGURANCA COURO VAQUETA TAMANHO 41 PRETO COM CADARCO BIQUEIRA EM PVC SP700 BOMPEL 1PAR COMERCIALIZADO EM UNIDADE,tenis seguranca couro | roupas calcados
U001,UTENSILIOS,ACENDEDOR,Acendedor manual para fogões e equipamentos a gás,"Acendedor manual para fogões e equipamentos a gás, tipo faiscador, recarregável, com sistema de ignição por faísca, trava de segurança, corpo em material resistente ao calor e cabo ergonômico para manuseio seguro. Possui dimensões aproximadas de 26 × 3 × 2 cm, destinado ao acendimento de fogões, chapas e demais equipamentos",acendedor 2 cm | acendedor manual fogoes | acendedor
U002,UTENSILIOS,ASSADEIRA,Assadeira tipo hotel confeccionada em alumínio de alta resistência,"Assadeira tipo hotel confeccionada em alumínio de alta resistência, modelo nº 6, com dimensões aproximadas de 500 × 350 × 70 mm (comprimento × largura × altura), equipada com alças laterais para transporte e manuseio seguro.",assadeira 70 mm | assadeira aluminio | assadeira hotel confeccionada | assadeira
U075,UTENSILIOS,ASSADEIRA,Assadeira retangular profissional confeccionada em alumínio de alta resistência,"Assadeira retangular profissional confeccionada em alumínio de alta resistência, com dimensões aproximadas de 400 × 300 × 70 mm (comprimento × largura × altura), equipada com bordas reforçadas para transporte e manuseio seguro, acabamento liso de fácil higienização e estrutura adequada para uso em fornos profissionais",assadeira 70 mm | assadeira aluminio | assadeira retangular profissional | assadeira
