id_item,dominio,url_produto,titulo_encontrado,score_match,preco_indicativo,coletado_em,classificacao,motivo_match,sku
U027,mor.com.br,https://www.lojamor.com.br/afiador-de-faca-95cm-x-5cm-linha-do-assador-3901/p,"Afiador de Faca 9,5cm x 5cm Linha do Assador R$ 21,85 à vista ou R$ 23,00 em 1x de R$ 23,00 COMPRAR",0.481,21.85,2026-09-23T09:23:30,revisar,,
